# Nomenclature CCAM consolidée à partir de trois sources officielles : (1) chapitres 1 à 19 de la CCAM descriptive publiés par l'ATIH (https://www.atih.sante.fr/sites/default/files/public/content/1621/Chapitre_N.pdf) ; (2) jeu de données « CCAM Ameli » (data.gouv.fr / InterHop : actes tarifés en libéral) ; (3) libellés abrégés des listes d'actes du Manuel des GHM 2025. Union des actes : un acte absent d'une source reste présent si une autre le porte.
# Extraites le 2026-09-24 par scripts/extraire-referentiel-atih.py : données officielles reprises telles quelles.
# Les libellés sont repris verbatim de la source indiquée (source_libelle) : la casse diffère donc selon la source.
# chapitre_ccam : 1 à 19 ; 18 = gestes complémentaires et d'anesthésie, 19 = adaptations pour la CCAM transitoire (forfaits).
code;libelle;source_libelle;chapitre_ccam;dans_ameli;dans_atih;dans_annexe8
HBLD470;pose d'une prothèse amovible définitive à châssis métallique, comportant 8 dents;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBLD474;pose d'une prothèse amovible définitive à châssis métallique, comportant 6 dents;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBLD476;pose d'une prothèse amovible de transition à plaque base résine, comportant 4 dents;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBLD491;pose d'une couronne dentaire dentoportée céramométallique sur une deuxième prémolaire;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBLD634;pose d'une couronne dentaire dentoportée céramométallique sur une incisive, une canine ou une première prémolaire;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBLD680;pose d'une couronne dentaire dentoportée céramique monolithique autre que zircone sur une incisive, une canine ou une première prémolaire;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBLD734;pose d'une couronne dentaire dentoportée céramométallique sur une molaire;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBLD745;pose d'une infrastructure coronoradiculaire [Inlay core] sous une couronne ou un pilier de bridge dentoportés à entente directe limitée;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBLD750;pose d'une prothèse plurale en extension comportant 2 piliers d'ancrage céramométalliques ou en équivalents minéraux et 1 élément en extension céramométallique ou en équivalents minéraux [bridge cantilever 3 éléments], pour le remplacement d'une incisive permanente ou d'une prémolaire;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBLD785;pose d'une prothèse plurale [bridge] comportant 2 piliers d'ancrage céramométalliques et 1 élément intermédiaire céramométallique pour le remplacement d'une incisive;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMA001;Plastie mucogingivale par lambeau déplacé latéralement, coronairement ou apicalement;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HBMA003;Ostéoplastie d'une alvéole dentaire avec comblement par autogreffe osseuse;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HBMA004;Régénération parodontale sur un sextant Pose de membrane de régénération tissulaire parodontale Comblement de perte de substance de l'arcade alvéolaire par autogreffe osseuse;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HBMA006;Ostéoplastie d'une alvéole dentaire avec comblement par biomatériau;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HBMD001;Séance d'éclaircissement d’une dent dépulpée;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD002;réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage d'1 élément;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBMD003;Séance de renouvellement de l'obturation radiculaire d'une dent permanente immature à l'hydroxyde de calcium;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD004;Réfection de la base d'une prothèse dentaire amovible complète;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD005;Séance d'éclaircissement des dents pulpées 07.02.02.13 Pose de mainteneur d'espace interdentaire CODE CCAM P A LIBELLE MODIFICATEURS;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD006;Reconstitution coronaire provisoire pour acte endodontique sur dent délabrée;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD007;Réfection des bords et/ou de l'intrados d'une prothèse dentaire amovible partielle;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD008;réparation d'une fracture de châssis métallique de prothèse dentaire amovible, sans démontage d'éléments;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBMD009;Rescellement et/ou recollage de 3 ancrages d'une prothèse dentaire fixée, ou plus;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD012;Réparation d'une prothèse dentaire amovible en résine, fêlée ou fracturée, avec adjonction ou remplacement d'élément;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD014;Modélisation occlusale par la technique de la cire ajoutée sur une dent;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD015;Adjonction ou remplacement d'élément d'une prothèse dentaire amovible sur châssis métallique;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD016;Rescellement et/ou recollage d'un ou deux ancrages d'une prothèse dentaire fixée;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD017;adjonction ou changement d'1 élément d'une prothèse dentaire amovible;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBMD018;Séance de préparation [mise en condition] tissulaire des surfaces d'appui muqueux d'une prothèse dentaire, sur une arcade 07.02.06 Cavité orale [Cavité buccale] Comprend : langue versant muqueux des lèvres parois de la bouche 07.02.06.01 Traitement de plaies intrabuccales CODE CCAM P A LIBELLE MODIFICATEURS;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD019;Révision des piliers implantoportés d'une prothèse dentaire 07.02.03.06 Ablation de matériel dentaire scellé ou implanté CODE CCAM P A LIBELLE MODIFICATEURS;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD020;réparation d'une prothèse dentaire amovible en résine sans renfort métallique, fêlée ou fracturée;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBMD038;restauration d'une dent d'un secteur prémolomolaire sur 3 faces ou plus par matériau inséré en phase plastique sans ancrage radiculaire;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBMD039;Restauration d’une dent d’un secteur prémolomolaire sur 3 faces ou plus par matériau inséré en phase plastique sans ancrage radiculaire, avec réfection de 2 points de contact;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD040;Restauration d’une dent d’un secteur prémolomolaire sur 3 faces ou plus par matériau inséré en phase plastique sans ancrage radiculaire, avec réfection d'un point de contact;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD041;Restauration d’une dent d’un secteur prémolomolaire présentant 2 cavités par matériau inséré en phase plastique sans ancrage radiculaire, avec réfection de 2 points de contact Restauration mésioocclusale et distooclusale d'une première molaire maxillaire avec conservation du pont d'émail;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD042;restauration d'une dent par matériau inséré en phase plastique avec ancrage radiculaire;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBMD043;Restauration d’une dent sur 1 face par matériau incrusté [inlay-onlay], sans recouvrement cuspidien;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD044;restauration d'une dent d'un secteur incisivocanin sur 1 angle par matériau inséré en phase plastique, sans ancrage radiculaire;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBMD045;Restauration d’une dent sur 3 faces ou plus par matériau incrusté [inlay-onlay], avec recouvrement cuspidien;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD046;Restauration d’une dent sur 2 faces par matériau incrusté [inlay-onlay], sans recouvrement cuspidien;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD047;restauration d'une dent d'un secteur incisivocanin sur 2 angles par matériau inséré en phase plastique, sans ancrage radiculaire;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBMD048;Pose d'une facette céramique collée sur une dent d’un secteur incisivocanin;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD049;restauration d'une dent d'un secteur prémolomolaire sur 2 faces par matériau inséré en phase plastique sans ancrage radiculaire;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBMD050;restauration d'une dent d'un secteur incisivocanin sur 2 faces par matériau inséré en phase plastique sans ancrage radiculaire;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBMD051;Restauration d’une dent sur 2 faces par matériau incrusté [inlay-onlay], avec recouvrement cuspidien;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD052;Restauration d’une dent d’un secteur incisivocanin sur 3 faces ou plus par matériau inséré en phase plastique sans ancrage radiculaire, avec réfection d'un point de contact;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD053;restauration d'une dent d'un secteur prémolomolaire sur 1 face par matériau inséré en phase plastique, sans ancrage radiculaire;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBMD054;restauration d'une dent d'un secteur incisivocanin sur 3 faces ou plus par matériau inséré en phase plastique sans ancrage radiculaire;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBMD055;Restauration d’une dent sur 3 faces ou plus par matériau incrusté [inlay-onlay], sans recouvrement cuspidien;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD056;Restauration d’une dent d’un secteur incisivocanin sur 2 faces par matériau inséré en phase plastique sans ancrage radiculaire, avec réfection d'un point de contact;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD057;Restauration d’une dent d’un secteur prémolomolaire sur 2 faces par matériau inséré en phase plastique sans ancrage radiculaire, avec réfection d'un point de contact;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD058;restauration d'une dent d'un secteur incisivocanin sur 1 face par matériau inséré en phase plastique, sans ancrage radiculaire;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBMD059;Restauration d’une dent sur 1 face par matériau incrusté [inlay-onlay], avec recouvrement cuspidien;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD060;Restauration d’une dent d’un secteur incisivocanin sur 3 faces ou plus par matériau inséré en phase plastique sans ancrage radiculaire, avec réfection de 2 points de contact;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD061;Séance d'ajustement occlusal par coronoplastie;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD062;Adjonction de 4 éléments intermédiaires métalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD063;Adjonction de 2 piliers d'ancrage céramométalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD064;Adjonction de 5 piliers d'ancrage céramométalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD065;Adjonction de 4 piliers d'ancrage métalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD066;Adjonction de 2 piliers d'ancrage métalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD067;Adjonction de 3 piliers d'ancrage métalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD068;Adjonction de 5 éléments intermédiaires céramométalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD069;Adjonction de 6 piliers d'ancrage céramométalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD070;Adjonction de 3 éléments intermédiaires céramométalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD071;Adjonction de 4 éléments intermédiaires céramométalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD072;Adjonction d'un élément intermédiaire céramométallique à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD073;Adjonction de 2 éléments intermédiaires métalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD074;Adjonction de 2 éléments intermédiaires céramométalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD075;Adjonction de 6 piliers d'ancrage métalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD076;Réparation de l'artifice cosmétique d'une dent prothétique par technique directe;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD077;Adjonction de 4 piliers d'ancrage céramométalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD078;Adjonction de 5 éléments intermédiaires métalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD079;Réparation de l'artifice cosmétique d'une dent prothétique par technique indirecte;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBMD080;Adjonction de 6 éléments intermédiaires céramométalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD081;Adjonction d'un pilier d'ancrage métallique à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD082;Adjonction d'un élément intermédiaire métallique à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD083;Adjonction de 3 piliers d'ancrage céramométalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD084;Adjonction de 3 éléments intermédiaires métalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD085;Adjonction de 5 piliers d'ancrage métalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD086;Adjonction de 6 éléments intermédiaires métalliques à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD087;Adjonction d'un pilier d'ancrage céramométallique à une prothèse dentaire plurale;CCAM descriptive (ATIH, chapitres 1 a 19);18;non;oui;non
HBMD110;réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 4 éléments;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD114;adjonction ou changement de 2 éléments d'une prothèse dentaire amovible;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD174;adjonction ou changement de 14 éléments d'une prothèse dentaire amovible;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD188;adjonction ou changement de 3 éléments soudés d'une prothèse dentaire amovible sur châssis métallique;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD198;adjonction ou changement de 6 éléments d'une prothèse dentaire amovible;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD226;adjonction ou changement de 11 éléments d'une prothèse dentaire amovible;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD228;adjonction ou changement de 8 éléments d'une prothèse dentaire amovible;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD245;adjonction ou changement de 5 éléments d'une prothèse dentaire amovible;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD249;adjonction ou changement d'1 élément soudé sur une prothèse dentaire amovible sur châssis métallique;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD283;adjonction ou changement de 5 éléments soudés d'une prothèse dentaire amovible sur châssis métallique;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD286;adjonction ou changement de 9 éléments d'une prothèse dentaire amovible;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD292;adjonction ou changement de 2 éléments soudés d'une prothèse dentaire amovible sur châssis métallique;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD298;adjonction ou changement de 14 éléments soudés d'une prothèse dentaire amovible sur châssis métallique;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD322;adjonction ou changement de 3 éléments d'une prothèse dentaire amovible;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD329;adjonction ou changement de 10 éléments d'une prothèse dentaire amovible;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD349;réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 5 éléments;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD351;restauration d'une dent sur 2 faces ou plus par matériau incrusté [inlay-onlay] composite ou en alliage non précieux;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD373;adjonction ou changement de 7 éléments d'une prothèse dentaire amovible;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD386;réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 6 éléments;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD387;adjonction ou changement de 12 éléments d'une prothèse dentaire amovible;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD400;réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 14 éléments;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD404;adjonction ou changement de 4 éléments d'une prothèse dentaire amovible;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD410;adjonction ou changement de 10 éléments soudés d'une prothèse dentaire amovible sur châssis métallique;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD425;adjonction ou changement de 7 éléments soudés d'une prothèse dentaire amovible sur châssis métallique;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD432;adjonction ou changement de 4 éléments soudés d'une prothèse dentaire amovible sur châssis métallique;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD438;réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 9 éléments;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD439;adjonction ou changement de 6 éléments soudés d'une prothèse dentaire amovible sur châssis métallique;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD444;adjonction ou changement de 8 éléments soudés d'une prothèse dentaire amovible sur châssis métallique;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD460;restauration d'une dent sur 2 faces ou plus par matériau incrusté [inlay-onlay] céramique ou en alliage précieux;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD469;réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 3 éléments;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD481;réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 10 éléments;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD485;adjonction ou changement de 9 éléments soudés d'une prothèse dentaire amovible sur châssis métallique;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBMD488;réparation d'une fracture de châssis métallique de prothèse dentaire amovible, avec remontage de 2 éléments;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBPA001;Dégagement d'une dent retenue ou incluse, avec pose d'un dispositif de traction orthodontique et aménagement parodontal par greffe ou lambeau;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HBPD001;Dégagement de plusieurs dents retenues ou incluses avec pose de dispositif de traction orthodontique;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HBPD002;Dégagement d'une dent retenue ou incluse avec pose d'un dispositif de traction orthodontique sans aménagement parodontal;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HBQD001;bilan parodontal;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBQH001;Radiographie intrabuccale rétroalvéolaire et/ou rétrocoronaire selon 9 à 11 incidences;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBQH002;Radiographie intrabuccale rétroalvéolaire et/ou rétrocoronaire selon 6 à 8 incidences;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBQH003;Radiographie intrabuccale rétroalvéolaire et/ou rétrocoronaire selon 12 incidences ou plus;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBQH004;Radiographie intrabuccale rétroalvéolaire et/ou rétrocoronaire selon 3 à 5 incidences;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBQH005;Radiographie intrabuccale rétroalvéolaire et/ou rétrocoronaire selon 1 ou 2 incidences;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBQK001;Radiographie pelvibuccale [occlusale];CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HBQK002;radiographie panoramique dentomaxillaire;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HBQK041;radiographies intrabuccales rétroalvéolaires et/ou rétrocoronaires de 14 secteurs distincts de 1 à 3 dents contigües;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBQK046;radiographies intrabuccales rétroalvéolaires et/ou rétrocoronaires de 9 secteurs distincts de 1 à 3 dents contigües;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBQK065;radiographies intrabuccales rétroalvéolaires et/ou rétrocoronaires de 10 secteurs distincts de 1 à 3 dents contigües;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBQK093;radiographies intrabuccales rétroalvéolaires et/ou rétrocoronaires de 13 secteurs distincts de 1 à 3 dents contigües;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBQK142;radiographies intrabuccales rétroalvéolaires et/ou rétrocoronaires de 8 secteurs distincts de 1 à 3 dents contigües;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBQK191;radiographies intrabuccales rétroalvéolaires et/ou rétrocoronaires de 2 secteurs distincts de 1 à 3 dents contigües;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBQK331;radiographies intrabuccales rétroalvéolaires et/ou rétrocoronaires de 3 secteurs distincts de 1 à 3 dents contigües;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBQK389;radiographie intrabuccale rétroalvéolaire et/ou rétrocoronaire d'un secteur de 1 à 3 dents contigües;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBQK424;radiographies intrabuccales rétroalvéolaires et/ou rétrocoronaires de 11 secteurs distincts de 1 à 3 dents contigües;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBQK428;radiographies intrabuccales rétroalvéolaires et/ou rétrocoronaires de 5 secteurs distincts de 1 à 3 dents contigües;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBQK430;radiographies intrabuccales rétroalvéolaires et/ou rétrocoronaires de 7 secteurs distincts de 1 à 3 dents contigües;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBQK443;radiographies intrabuccales rétroalvéolaires et/ou rétrocoronaires de 4 secteurs distincts de 1 à 3 dents contigües;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBQK476;radiographies intrabuccales rétroalvéolaires et/ou rétrocoronaires de 12 secteurs distincts de 1 à 3 dents contigües;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBQK480;radiographies intrabuccales rétroalvéolaires et/ou rétrocoronaires de 6 secteurs distincts de 1 à 3 dents contigües;CCAM Ameli (data.gouv.fr);07;oui;non;non
HBSD001;Hémostase gingivoalvéolaire secondaire à une avulsion dentaire;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HCCA001;Dérivation du conduit parotidien [de Sténon] pour suppléance lacrymale;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HCCA002;suture de plaie de conduit salivaire;CCAM Ameli (data.gouv.fr);7;oui;oui;oui
HCCD001;Dérivation oropharyngée bilatérale du conduit parotidien [de Sténon], par voie buccale;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HCEA001;Transposition unilatérale ou bilatérale des conduits submandibulaires [de Wharton];CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HCFA001;Exérèse de glande submandibulaire [Submandibulectomie] [Sousmaxillectomie] élargie à sa loge, par abord cervicofacial;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HCFA002;Parotidectomie totale avec résection du nerf facial;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HCFA003;Exérèse de glande sublinguale, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HCFA004;Parotidectomie partielle sans dissection du nerf facial;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HCFA005;Parotidectomie totale avec exérèse du prolongement [processus] parapharyngien, par abord cervicofacial;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HCFA006;Parotidectomie totale élargie au méat acoustique externe [conduit auditif externe] et/ou à la mandibule;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HCFA007;exérèse de petite glande salivaire [glande salivaire accessoire];CCAM Ameli (data.gouv.fr);7;oui;oui;oui
HCFA008;parotidectomie partielle avec dissection et conservation du nerf facial;CCAM Ameli (data.gouv.fr);7;oui;oui;oui
HCFA009;parotidectomie totale avec dissection et conservation du nerf facial;CCAM Ameli (data.gouv.fr);7;oui;oui;oui
HCFA010;Parotidectomie totale avec résection du nerf facial et réparation immédiate par suture ou greffe;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HCFA011;exérèse de glande submandibulaire [Submandibulectomie] [Sousmaxillectomie], par abord cervicofacial;CCAM Ameli (data.gouv.fr);7;oui;oui;oui
HCFA012;Exérèse de récidive de tumeur de la glande parotide avec dissection et conservation du nerf facial;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HCFA013;Parotidectomie totale par abord cervicofacial, avec exérèse du prolongement [processus] parapharyngien par abord pharyngé;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HCGA001;ablation de calcul canalaire d'une glande salivaire, par abord intrabuccal sans guidage endoscopique;CCAM Ameli (data.gouv.fr);7;oui;oui;oui
HCGA002;Ablation de calcul canalaire d'une glande salivaire, par abord cervicofacial;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;oui
HCGA003;ablation de calcul du bassinet de la glande submandibulaire, par abord intrabuccal sans guidage endoscopique;CCAM Ameli (data.gouv.fr);7;oui;oui;oui
HCGA109;ABL BILATE CALCUL CANAL SUBMANDIB PAR ABORD;Manuel des GHM 2025 (libelle abrege);;non;non;oui
HCGA130;ABL CALCUL CANAL PAROTIDE PAR ABORD CERV.FAC OU;Manuel des GHM 2025 (libelle abrege);;non;non;oui
HCGA223;ABL CALCUL BASSIN SUBMANDIB, PAR ABORD INTRABUCCAL +;Manuel des GHM 2025 (libelle abrege);;non;non;oui
HCGA374;ABL UNILAT E CALCUL CANAL SUBMANDIB PAR ABORD;Manuel des GHM 2025 (libelle abrege);;non;non;oui
HCGE188;ABLATION DE CALCUL CANALAIRE D'UNE GLANDE SALIVAIRE;Manuel des GHM 2025 (libelle abrege);;non;non;oui
HCGE271;ABL UNI / BILAT CALCUL CANAL PLUSIEURS GLANDES;Manuel des GHM 2025 (libelle abrege);;non;non;oui
HCHA001;Biopsie de glande salivaire majeure [principale];CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HCHA002;biopsie des petites glandes salivaires [glandes salivaires mineures] [glandes salivaires accessoires];CCAM Ameli (data.gouv.fr);7;oui;oui;oui
HCHB001;ponction ou cytoponction de glande salivaire, par voie transcutanée;CCAM Ameli (data.gouv.fr);7;oui;oui;non
HCJA001;Évacuation de collection salivaire, par abord direct;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HCLD001;Cathétérisme de canal salivaire sans sialographie 07.02.07.02 Plastie des conduits salivaires CODE CCAM P A LIBELLE MODIFICATEURS;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
HCNM900;Lithotritie de la glande parotide;CCAM descriptive (ATIH, chapitres 1 a 19);7;non;oui;non
