# Nomenclature CCAM consolidée à partir de trois sources officielles : (1) chapitres 1 à 19 de la CCAM descriptive publiés par l'ATIH (https://www.atih.sante.fr/sites/default/files/public/content/1621/Chapitre_N.pdf) ; (2) jeu de données « CCAM Ameli » (data.gouv.fr / InterHop : actes tarifés en libéral) ; (3) libellés abrégés des listes d'actes du Manuel des GHM 2025. Union des actes : un acte absent d'une source reste présent si une autre le porte.
# Extraites le 2026-09-24 par scripts/extraire-referentiel-atih.py : données officielles reprises telles quelles.
# Les libellés sont repris verbatim de la source indiquée (source_libelle) : la casse diffère donc selon la source.
# chapitre_ccam : 1 à 19 ; 18 = gestes complémentaires et d'anesthésie, 19 = adaptations pour la CCAM transitoire (forfaits).
code;libelle;source_libelle;chapitre_ccam;dans_ameli;dans_atih;dans_annexe8
BKCP001;Forage secondaire d'un implant intraorbitaire pour fixation d'une prothèse oculaire;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKFA001;Exérèse de lésion de l'orbite, par abord latéral;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKFA002;Exérèse de lésion de l'orbite, par abord conjonctivopalpébral;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKFA003;Exérèse de lésion de l'orbite, par abord coronal;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKFA004;Résection de graisse orbitaire pour décompression de l'orbite, par voie palpébrale;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKGA001;Ablation d'un implant intraorbitaire, après énucléation ou éviscération du bulbe [globe] oculaire;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKGA002;Ablation de corps étranger de l'orbite avec électroaimant, avec orbitotomie osseuse;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKGA003;Ablation de corps étranger de l'orbite sans électroaimant, avec orbitotomie osseuse;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKGA004;Exentération de l'orbite étendue aux structures musculaires adjacentes et/ou aux parois osseuses, avec comblement par autogreffe cutanée et lambeau musculaire temporal;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKGA005;Ablation de corps étranger de l'orbite sans électroaimant, sans orbitotomie osseuse;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKGA006;Exentération de l'orbite étendue aux structures musculaires adjacentes et/ou aux parois osseuses, sans comblement;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKGA007;Exentération de l'orbite;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKGA008;Ablation de corps étranger de l'orbite avec électroaimant, sans orbitotomie osseuse;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKHA002;Biopsie de lésion de l'orbite, par abord conjonctivopalpébral;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKHA003;Biopsie de lésion de l'orbite, par abord latéral ou par abord ethmoïdal;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKHB002;Biopsie des organes accessoires de l'œil, par voie orbitaire avec guidage échographique;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BKHB003;Biopsie des organes accessoires de l'œil, par voie orbitaire sans guidage Biopsie du contenu de l'orbite;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BKHB004;Biopsie des organes accessoires de l'œil, par voie orbitaire avec guidage radiologique;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BKJA001;Évacuation de collection de l'orbite;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKKP003;Changement d'un implant intraorbitaire, après énucléation ou éviscération du bulbe [globe] oculaire;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKLA001;Pose de matériau inerte intraorbitaire pour correction d'énophtalmie;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKLA002;Insertion secondaire d'un implant intraorbitaire, après énucléation ou éviscération du bulbe [globe] oculaire;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKLA003;Pose d'autogreffe intraorbitaire pour correction d'énophtalmie;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKLB001;Injection thérapeutique intraorbitaire, rétrobulbaire ou latérobulbaire, d'agent pharmacologique;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BKLP001;Pose ou changement de conformateur ou de prothèse d'expansion orbitaire;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BKLP002;Pose d'une épithèse orbitopalpébrale 02.05.02.06 Insertion, ablation et changement d'implant intraorbitaire CODE CCAM P A LIBELLE MODIFICATEURS;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BKMA001;Reconstruction totale de la cavité orbitaire par autogreffe;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKMA002;Reconstruction orbitopalpébrale par matériau inerte et/ou autogreffe, après exentération de l'orbite;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKMA003;Reconstruction partielle de la cavité orbitaire par autogreffe;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKMA004;Restauration du volume orbitaire par matériau inerte et/ou autogreffe;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;oui
BKMP001;Moulage de la cavité de l'orbite pour fabrication de conformateur ou de prothèse d'expansion orbitaire, sous anesthésie générale ou locorégionale;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BLMP001;adaptation bilatérale de lentille de contact pour kératocône ou astigmatisme irrégulier;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BLMP002;adaptation unilatérale ou bilatérale de lentille de contact souple;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BLMP003;Adaptation unilatérale de lentille de contact pour kératocône ou astigmatisme irrégulier;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BLMP005;adaptation unilatérale ou bilatérale de lentille de contact rigide;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BLMP006;Adaptation bilatérale de verre scléral obtenu par moulage;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BLMP007;Adaptation unilatérale de verre scléral obtenu par moulage;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BLQP001;enregistrement des potentiels évoqués visuels avec stimulation par flash lumineux;CCAM Ameli (data.gouv.fr);1;oui;oui;non
BLQP002;campimétrie ou périmétrie manuelle ou automatisée, sans programme spécifique de mesure de seuils;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BLQP003;Mesure de l'acuité visuelle, par étude de la sensibilité au contraste;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BLQP004;campimétrie ou périmétrie manuelle ou automatisée, avec programmes spécifiques de mesure de seuils;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BLQP005;mesure de l'adaptation visuelle à l'obscurité avec courbe d'adaptation;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BLQP007;exploration du sens chromatique [vision des couleurs] par assortiment;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BLQP008;exploration du sens chromatique [vision des couleurs] par épreuves pseudo-isochromatiques;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BLQP009;enregistrement des potentiels évoqués visuels par inversion du stimulus de contraste;CCAM Ameli (data.gouv.fr);1;oui;oui;non
BLQP010;examen de la vision binoculaire;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BLQP011;Mesure de l'acuité visuelle potentielle par interférométrie au laser;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BLQP012;évaluation de l'acuité visuelle par la technique du regard préférentiel, avant l'âge de 2 ans;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BLQP014;détermination objective de l'acuité visuelle par étude des potentiels évoqués visuels [PEV];CCAM Ameli (data.gouv.fr);2;oui;oui;non
BLQP015;Mesure de la fonction visuelle centrale et scotométrie par ophtalmoscope à balayage laser;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BLQP016;Exploration du sens chromatique [vision des couleurs] assistée par ordinateur avec enregistrement et mesures;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BLRP001;Séance de stimulation de la vision binoculaire et de l'amblyopie 02.06.02 Adaptation et renouvellement de lentilles de contact Par adaptation de lentilles de contact, on entend : adaptation initiale ou renouvellement de lentilles de contact. CODE CCAM P A LIBELLE MODIFICATEURS;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BZQK001;tomographie unilatérale ou bilatérale de l'oeil par scanographie à cohérence optique;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BZQM001;échographie de l'oeil et/ou de l'orbite en mode B;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BZQM002;échographie de l'oeil et/ou de l'orbite avec biométrie;CCAM Ameli (data.gouv.fr);2;oui;oui;non
BZQM003;échographie-doppler unilatérale ou bilatérale de l'oeil et/ou de l'orbite;CCAM Ameli (data.gouv.fr);4;oui;oui;non
BZQP002;Fluoroscopie de l'œil;CCAM descriptive (ATIH, chapitres 1 a 19);2;non;oui;non
BZQP003;biomicroscopie de l'oeil aux ultrasons;CCAM Ameli (data.gouv.fr);2;oui;oui;non
CAEA001;Transposition du lobule de l'auricule;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAEA002;Repositionnement de tout ou partie de l'auricule, sans anastomose vasculaire;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAEA003;Réimplantation de tout ou partie de l'auricule avec anastomoses vasculaires;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAFA001;Exérèse de l'oreille externe élargie au rocher;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAFA002;exérèse partielle non transfixiante de l'auricule;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CAFA003;Exérèse totale de l'auricule, sans exérèse du cartilage du méat acoustique externe;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAFA004;Exérèse de l'oreille externe élargie à l'oreille moyenne;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAFA005;exérèse partielle transfixiante de l'auricule;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CAFA006;excision de chondrite de l'auricule;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CAFA007;Exérèse totale de l'auricule et du cartilage du méat acoustique externe;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAFA008;Exérèse de l'oreille externe élargie au rocher, à la glande parotide et à la fosse infratemporale;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAFA009;Exérèse de lésion osseuse oblitérante du méat acoustique externe;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAFA010;Exérèse de l'oreille externe élargie à la glande parotide et à la fosse infratemporale;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAFA011;Exérèse partielle du méat acoustique externe;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAGD001;ablation unilatérale ou bilatérale de bouchon de cérumen ou de corps étranger du méat acoustique externe;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CAGD002;extraction unilatérale ou bilatérale de bouchon épidermique du méat acoustique externe;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CAHA001;Biopsie unilatérale ou bilatérale de la peau de l'oreille externe;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;non
CAHA002;Biopsie unilatérale ou bilatérale du cartilage de l'oreille externe;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;non
CAJA001;évacuation de collection de l'auricule;CCAM Ameli (data.gouv.fr);3;oui;oui;non
CAJA002;Parage et/ou suture de plaie de l'auricule;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAJD001;Soin instrumental unilatéral ou bilatéral d'oreille externe, sous microscope Aspiration, cautérisation, dilatation du méat acoustique externe;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CALD001;pose d'un conformateur du méat acoustique externe;CCAM Ameli (data.gouv.fr);3;oui;oui;non
CALP001;Pose d'une épithèse auriculaire 03.02.08 Reconstruction du méat acoustique externe La reconstruction du méat acoustique externe [canaloplastie] inclut la réparation de la zone de prélèvement du greffon ou du lambeau. CODE CCAM P A LIBELLE MODIFICATEURS;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;non
CAMA001;Reconstruction totale de l'auricule en un temps Reconstruction de l'auricule par autogreffe de cartilage costal avec reconstruction du sillon rétroauriculaire, transposition du lobule et reconstruction du tragus;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA002;Reconstruction du tragus par lambeau cutané et autogreffe de peau;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA003;reconstruction du sillon rétroauriculaire par lambeau cutané d'avancement et autogreffe de peau;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CAMA004;reconstruction totale de l'auricule par autogreffe de cartilage costal;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CAMA005;Réparation de perte de substance partielle de l'auricule par autogreffe de cartilage costal;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA006;Reconstruction de l'auricule par lambeau pédiculé de fascia temporal, avec autogreffe chondrocutanée et autogreffe de peau;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA007;Correction secondaire du résultat esthétique d'une reconstruction totale de l'auricule;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA008;Plastie unilatérale d'oreille décollée;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA009;Reconstruction du méat acoustique externe par lambeau cutané et/ou autogreffe de peau, avec myringoplastie et ossiculoplastie, avec ouverture du labyrinthe, avec laser;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA010;Reconstruction du méat acoustique externe par lambeau cutané et/ou autogreffe de peau, sans temps de caisse;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA011;Plastie du pore acoustique externe cartilagineux [Méatoplastie];CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA012;Reconstruction du tragus par autogreffe chondrocutanée de conque controlatérale et autogreffe de peau;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA013;plastie bilatérale d'oreille décollée;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CAMA014;Reconstruction du sillon rétroauriculaire par lambeau de fascia temporal ou occipital, et autogreffe de peau Coder éventuellement : reconstruction immédiate du méat acoustique externe (cf 03.02.08);CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA015;Reconstruction du méat acoustique externe par lambeau cutané et/ou autogreffe de peau, avec myringoplastie et ossiculoplastie, avec ouverture du labyrinthe, sans laser;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA016;Reconstruction du méat acoustique externe par lambeau cutané et/ou autogreffe de peau, avec myringoplastie et ossiculoplastie, sans ouverture du labyrinthe;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA017;Réparation de perte de substance partielle de l'auricule par autogreffe de cartilage de l'auricule controlatéral ou du septum nasal;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA018;Reconstruction du méat acoustique externe par lambeau cutané et/ou autogreffe de peau, avec myringoplastie;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA019;Réparation de perte de substance partielle de l'auricule par puits de bourgeonnement chondrocutané;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA020;Reconstruction du méat acoustique externe par lambeau de fascia temporal et autogreffe de peau, sans temps de caisse;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CAMA021;réparation de perte de substance partielle de l'auricule par autogreffe chondrocutanée;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CAMA022;réparation de perte de substance partielle de l'auricule par lambeau local cutané ou chondrocutané;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CAPA001;Incision de collection du méat acoustique externe;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;non
CASA001;Hémostase secondaire à un acte sur l'oreille externe ou l'oreille moyenne;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CASA002;Fermeture de l'oreille externe et de l'oreille moyenne avec suture du pore acoustique externe;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CBFA001;Exérèse de tympanosclérose sans ouverture du labyrinthe, avec ossiculoplastie;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CBFA002;exérèse de cholestéatome avec tympanoplastie en technique fermée et ossiculoplastie;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CBFA003;Exérèse de cholestéatome avec tympanoplastie en technique ouverte et ossiculoplastie;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CBFA004;Exérèse de tympanosclérose sans ouverture du labyrinthe;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CBFA005;Exérèse de cholestéatome limitée au cavum tympanique, sans exploration antroatticale;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CBFA006;exérèse de cholestéatome avec tympanoplastie en technique fermée;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CBFA007;exérèse de cholestéatome avec tympanoplastie en technique ouverte;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CBFA008;Exérèse de tumeur non cholestéatomateuse de l'oreille moyenne, étendue à l'ensemble des cavités de l'oreille moyenne, sans laser;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CBFA009;Exérèse de tumeur non cholestéatomateuse de l'oreille moyenne, étendue à l'ensemble des cavités de l'oreille moyenne, avec laser;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CBFA010;Exérèse de tumeur non cholestéatomateuse de l'oreille moyenne, limitée au cavum tympanique;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CBFA012;Exérèse de tympanosclérose avec ouverture du labyrinthe et rétablissement de l'effet columellaire, avec laser;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CBFA013;Exérèse de tympanosclérose avec ouverture du labyrinthe et rétablissement de l'effet columellaire, sans laser;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CBGA001;Ablation de corps étranger de l'oreille moyenne avec décollement du lambeau tympanoméatal;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CBGA003;Ablation d'une prothèse auditive implantée ou d'un appareillage auditif ostéo-intégré;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
CBGD001;ablation unilatérale ou bilatérale d'aérateur transtympanique en place sur le tympan, sous anesthésie générale;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CBJD001;soin instrumental unilatéral ou bilatéral d'oreille moyenne sous microscope;CCAM Ameli (data.gouv.fr);3;oui;oui;oui
CBKA001;Changement ou repositionnement de prothèse ossiculaire après platinotomie ou platinectomie;CCAM descriptive (ATIH, chapitres 1 a 19);3;non;oui;oui
