# Fichiers officiels ATIH — Manuel des GHM, version 2025 : annexe 8 (actes classants), annexe 11 (actes mineurs reclassant en GHM médical) et volume 2 par CMD (listes d'actes rattachées aux racines). Source : https://www.atih.sante.fr/manuel-des-ghm-2025-publication-bo
# Extraites le 2026-09-24 par scripts/extraire-referentiel-atih.py : données officielles reprises telles quelles.
# Une ligne par acte classant. racines_ghm = racines dans lesquelles l'acte est classant (volume 2) ; cmds_classantes = CMD de l'annexe 8.
# libelle_ghm = libellé abrégé employé par le manuel (les libellés complets relèvent de la CCAM, voir data/ccam-complete-2025.csv).
code_ccam;racines_ghm;cmds_classantes;reclassant_ghm_medical;libelle_ghm
NZMA002;08C36 08C37 08C61;08;non;RECONSTR. AVANT-PIED PR MALF. TYPE PIED FOURCHE
PACA001;08C14 21C05;08 21;non;PERFO/FORAGE 1ÉPIPH. FERTILE ARTHROTOMIE
PACC001;08C40 21C05;08 21;non;PERFO/FORAGE 1ÉPIPH. FERTILE A.SCOPIE
PADA001;08C21 21C05;08 21;non;ÉPIPHYSIODÈSE SUR 1LOC. AB. DIRECT
PADA003;08C21 21C05;08 21;non;FIXATION/EXÉRÈSE NOYAU OSSIFICATION ACCESSOIRE AB.
PAFA005;08C35 08C61 17C07;08 17;non;RÉSEC. SEGT 1OS +O.S PR PSEUDARTHROSE CONG.
PAFA007;08C35 08C61;08;non;RÉSEC SEGT 1OS+O.S+TRANSFERT AXIAL PROGR. FRAGMT
PAGA002;08C14 21C05;08 21;oui;ABL. GREF/MAT. INERTE NON PROTH. DIAPHYS. OS LONG
PAGA003;08C21 17C07 21C05;08 17 21;non;ÉVIDEMENT 1ÉPIPH. ACTIVE +COMBLT ARTHROTOMIE
PAGA005;08C21 08C61 21C05;08 21;non;ÉVIDEMENT 1ÉPIPH. AB. EXTRAARTIC.
PAGA006;08C21 21C05;08 21;non;ÉVIDEMENT 1ÉPIPH. ACTIVE SANS COMBLT ARTHROTOMIE
PAGA007;08C21 21C05;08 21;non;DÉSÉPIPHYSIODÈSE 1OS LONG AB. DIRECT
PAGA008;08C14 21C05;08 21;oui;AMO CENTROMÉD. DES MB SUR PLUS. SITES AB. DIRECT
PAGA009;08C14 21C05;08 21;oui;AMO DES MB SUR PLUS. SITES AB. DIRECT
PAGA010;08C14 21C05;08 21;oui;AMO CENTROMÉD. DES MB SUR 1SITE AB. DIRECT
PAGA011;08C14 21C05;08 21;oui;AMO DES MB SUR 1SITE AB. DIRECT
PAKB002;08C21 17C07 21C05;08 17 21;non;CHANGT CPLT 1SYST. EXT. ALLONGT OS. PROGR.
PANL001;17K09;17 28;non;IRRAD. INT. 1LÉS. OS. INJ. IV ISOTOP.
PAPA001;08C21;08;non;O.TOMIE MULT. ALIGNT AB.CHIR 2EXTRÉMITÉS PLUS. OS LGS
PAPA002;08C21;08;non;O.TOMIE ITÉRATIVE PR CAL PRÉMATURÉ PDT ALLONGT PROGR.
PAPA003;08C21 08C61;08;non;O.TOMIE MULT. ALIGNT +AB. DES 2EXTRÉMITÉS 1OS LONG AB.
PBLL001;17K09 28Z10;17 28;non;SYNOVIORTHÈSE ISOTOPIQUE 1MB
PCCA001;08C29 08C46 21C05;08 21;non;SUTURE RUPTURE MUSC.
PCCA002;08C29 08C46 21C05;08 21;non;SUTURE TENDON
PCDA001;01C08 08C29 08C46 21C05;01 08 21;non;TÉNODÈSE AB. DIRECT
PCEA001;01C08 08C29 08C42 17C07 21C05;01 08 17 21;non;TRANSFERT M.T PÉD. BIPOLAIRE PR RÉANIMATION MOTRICE AB.
PCEA002;08C29 08C42 21C05;08 21;non;RÉINSERTION TRANSOSSEUSE TENDON AB. DIRECT
PCEA003;01C08 08C29 08C42 21C05;01 08 21;non;TRANSFERT M.T PÉD. UNIPOLAIRE PR RÉANIMATION MOTRICE
PCEA004;01C08 08C29 08C42 17C07 21C05;01 08 17 21;non;LAMBEAU LIBRE MUSC.TEND PR RÉANIMATION MOTRICE
PCLB002;01K04;01;non;SÉANCE BOTOX MUSC. TRANSCUT. SANS EMG DÉTECTION
PCLB003;01K04;01;non;SÉANCE BOTOX MUSC. TRANSCUT. + EMG DÉTECTION
PCMA001;01C08 08C29 08C46 21C05;01 08 21;non;PLASTIE ALLONGT/RACCOURC TENDON
PCPA001;01C08 08C29 08C46 21C05;01 08 21;non;LIBÉR. NEURO-MUSCULO-CUTANÉE 1MB PR AVANCT MUSC.TEND
PCPA002;01C08 08C29 08C46 09C25 09C33 09C34 21C05;01 08 09 21;non;APONÉVROTOMIE INTRAMUSC. PR ALLONGT
PCPA003;01C08 08C29 08C46 21C05;01 08 21;non;DÉSINSERTION MUSC.TEND
PCPA004;08C29 08C42 09C25 09C33 09C34 21C05;08 09 21;non;FASCIOMYOTOMIE PR DÉCOMPR. LOGE 1MB AB. DIRECT
PCPA005;01C08 03C16 03C17 03C29 08C29 08C46 21C05;01 03 08 21;non;TÉNOTOMIE AB. DIRECT
PCPA006;08C29 08C46 21C05;08 21;non;SECTION/PLASTIE AGRANDT POULIE RÉFLEXION TENDON
PDFA001;08C29 08C46 09C25 09C27 09C28 09C29 09C30 09C31 21C05;08 09 21;oui;EXÉRÈSE LÉS. FASCIA+/-SSFASCIA TISSUS MOUS SANS
PDFA002;05C18 08C29 08C46 08C61 09C24 09C27 09C28 09C29 09C30 09C31 21C05;05 08 09 21;oui;EXÉRÈSE LÉS. FASCIA+/-SSFASCIA TISSUS MOUS+DISSECT
PDFA003;05C18 08C29 08C46 09C24 09C27 09C28 09C29 09C30 09C31 21C05;05 08 09 21;oui;EXÉRÈSE LÉS. FASCIA TISSUS MOUS RACINE 1MB/PLI
PDHA001;08C29 08C46 09C25 09C33 09C34 16C03;08 09 16;non;BIOPSIE DES TISSUS MOUS SOUSFASCIAUX AB. DIRECT
PZMA001;01C08 05C18 08C21 09C25 09C33 09C34 21C05;01 05 08 09 21;non;RÉFECTION 1MOIGNON +SECTION RÉSEC/LIBÉR. NF
PZMA002;05C18 08C21 09C25 09C33 09C34 21C05;05 08 09 21;non;RÉFECTION 1MOIGNON +RÉGULARISATION OS.
PZMA003;01C08 05C18 08C21 08C61 09C25 09C33 09C34 21C05;01 05 08 09 21;non;RÉFECTION 1MOIGNON +RÉGULARISATION OS. +SECTION
PZMA004;01C08 03C16 03C17 03C29 05C18 06C15 08C20 08C61 09C23 09C27 09C28 09C29 09C30 09C31 10C08 17C06 21C06 22C02;01 03 05 06 08 09 10 17 21 22;non;RÉPAR. LAMBEAU LIBRE +ANAST. VASC.
PZMA005;01C08 03C16 03C17 03C29 05C18 06C15 08C20 08C61 09C23 09C27 09C28 09C29 09C30 09C31 10C08 17C06 21C06 22C02;01 03 05 06 08 09 10 17 21 22;non;RÉPAR. LAMBEAU LIBRE O.CUT O.MUSC/O.MUSC.CUT +ANAST.
QAEA002;17C06 22C02;17 22;non;GREF. PR BRÛLURE TÊTE SUR MOINS 1% CORP
QAEA003;17C06 22C02;17 22;non;GREF. PR BRÛLURE TÊTE > 125% CORP
QAEA004;17C06 22C02;17 22;non;GREF. PR BRÛLURE TÊTE SUR 10% À 125% CORP
QAEA006;17C06 22C02;17 22;non;GREF. PR BRÛLURE TÊTE SUR 3% À 4% CORP
QAEA008;17C06 22C02;17 22;non;GREF. PR BRÛLURE TÊTE SUR 4% À 5% CORP
QAEA009;17C06 22C02;17 22;non;GREF. PR BRÛLURE TÊTE SUR 5% À 75% CORP
QAEA010;17C06 22C02;17 22;non;GREF. PR BRÛLURE TÊTE SUR 1% À 2% CORP
QAEA011;17C06 22C02;17 22;non;GREF. PR BRÛLURE TÊTE SUR 2% À 3% CORP
QAEA012;17C06 22C02;17 22;non;GREF. PR BRÛLURE TÊTE SUR 75% À 10% CORP
QAEA013;03C16 03C17 03C29 08C20 09C25 09C27 09C28 09C29 09C30 09C31 10C08 21C06 22C02;03 08 09 10 21 22;non;RÉIMPLANT. CUIR CHEVELU +ANAST. VASC.
QAEA014;01C08 03C16 03C17 03C29 05C18 06C15 09C25 09C27 09C28 09C29 09C30 09C31 10C08 21C06;01 03 05 06 09 10 21;non;MICROGREFFES PEAU TOT. SUR 6CICATRICES VISAGE
QAEA015;01C08 03C16 03C17 03C29 05C18 06C15 09C25 09C27 09C28 09C29 09C30 09C31 10C08 21C06;01 03 05 06 09 10 21;non;MICROGREFFES PEAU TOT. SUR 1À 5CICATRICES VISAGE
QAFA002;17C07 22C03;17 22;non;EXCISION BRÛLURE TÊTE SUR 1% À 2% CORP
QAFA003;17C06 22C03;17 22;non;EXCISION BRÛLURE TÊTE SUR 5% À 75% CORP
QAFA004;17C06 22C03;17 22;non;EXCISION BRÛLURE TÊTE SUR 2% À 3% CORP
QAFA005;17C06 22C03;17 22;non;EXCISION BRÛLURE TÊTE SUR 4% À 5% CORP
QAFA006;17C07 22C03;17 22;non;EXCISION BRÛLURE TÊTE SUR MOINS 1% CORP
QAFA007;17C06 22C03;17 22;non;EXCISION BRÛLURE TÊTE SUR 75% À 10% CORP
QAFA008;17C07 22C03;17 22;non;EXCISION BRÛLURE TÊTE SUR 3% À 4% CORP
QAFA009;17C06 22C03;17 22;non;EXCISION BRÛLURE TÊTE > 125% CORP
QAFA010;17C06 22C03;17 22;non;EXCISION BRÛLURE TÊTE SUR 10% À 125% CORP
QAGA001;03C16 03C17 03C29 08C29 08C46 21C05;03 08 21;oui;ABL. PLUS. C.E PROF. VISAGE +/- DES MAINS
QAGA004;03C16 03C17 03C29 08C29 08C46 21C05;03 08 21;oui;ABL. 1C.E PROF. DES TISSUS MOUS VISAGE/DES MAINS
QAJA003;03C16 03C17 03C29 08C29 08C46 09C25 09C27 09C28 09C29 09C30 09C31 17C07 21C05;03 08 09 17 21;oui;ÉVAC. 1PHLEGMON CERV.FAC +MÉDIAST. DIFFUS
QAMA001;03C16 03C17 03C29 09C09 09C25;03 09;non;LISSAGE CERV.FAC UNILAT. +PLATYSMAPLASTIE AB.
QAMA002;01C08 03C16 03C17 03C29 05C18 06C15 08C20 09C25 09C27 09C28 09C29 09C30 09C31 10C08 21C06 22C02;01 03 05 06 08 09 10 21 22;non;RÉPAR. TÊTE LAMBEAU LOC. PÉD.NON INDIVID.
QAMA003;01C08 03C16 03C17 03C29 05C18 08C20 09C23 09C27 09C28 09C29 09C30 09C31 10C08 21C06 22C02;01 03 05 08 09 10 21 22;non;RÉPAR. TÊTE LAMBEAU FRONTAL À PÉD. INF.
QAMA004;01C08 03C16 03C17 03C29 05C18 08C20 09C23 09C27 09C28 09C29 09C30 09C31 10C08 21C06 22C02;01 03 05 08 09 10 21 22;non;RÉPAR. TÊTE LAMBEAU FASCIA TEMPORAL +GREF. PEAU
QAMA005;01C08 03C16 03C17 03C29 05C18 08C20 09C23 09C27 09C28 09C29 09C30 09C31 10C08 21C06 22C02;01 03 05 08 09 10 21 22;non;RÉPAR. TÊTE LAMBEAU FASCIA TEMPORAL
QAMA006;09C09 09C25;09;non;LISSAGE CERV.FAC UNILAT. AB. DIRECT
QAMA007;09C09 09C25;09;non;LISSAGE TEMPORAL BILAT. AB. DIRECT
QAMA008;01C08 03C16 03C17 03C29 05C18 08C20 09C23 09C27 09C28 09C29 09C30 09C31 10C08 21C06 22C02;01 03 05 08 09 10 21 22;non;RÉPAR. TÊTE LAMBEAU SCALPANT
QAMA009;03C16 03C17 03C29 09C09 09C25;03 09;non;LISSAGE CERV.FAC BILAT. +PLATYSMAPLASTIE AB. DIRECT
QAMA010;09C09 09C25;09;non;LISSAGE CERV.FAC BILAT. AB. DIRECT
QAMA011;09C09 09C25;09;non;LISSAGE CERV. AB. DIRECT
QAMA012;01C08 03C16 03C17 03C29 05C18 08C20 09C23 09C27 09C28 09C29 09C30 09C31 10C08 21C06 22C02;01 03 05 08 09 10 21 22;non;RÉPAR. TÊTE LAMBEAU MUSC. TEMPORAL +GREF. PEAU
QAMA013;01C08 03C16 03C17 03C29 05C18 08C20 09C23 09C27 09C28 09C29 09C30 09C31 10C08 21C06 22C02;01 03 05 08 09 10 21 22;non;RÉPAR. TÊTE LAMBEAU MUSC/MUSC.CUT
QAMA014;09C09 09C25;09;non;LISSAGE TEMPORAL UNILAT. AB. DIRECT
QAMA015;01C08 03C16 03C17 03C29 05C18 08C20 09C23 09C27 09C28 09C29 09C30 09C31 10C08 21C06 22C02;01 03 05 08 09 10 21 22;non;RÉPAR. CUIR CHEVELU LAMBEAU PÉD.
QAMA016;09C09 09C25;09;non;LISSAGE 1/3SUP. FACE AB. CORONAL
QAMC001;09C09 09C25;09;non;LISSAGE 1/3SUP. FACE VIDÉOCHIRURGIE
QAPA001;03C16 03C17 03C29 09C25 09C27 09C28 09C29 09C30 09C31;03 09;non;SECTION BRIDE CONG. MÉDIANE COU +PLASTIE
QAPA002;03C16 03C17 03C29 08C29 08C46 09C25 09C27 09C28 09C29 09C30 09C31 21C05;03 08 09 21;oui;TRAITT INFECT. CUIR CHEVELU
QBFA001;06C10 06C12 06C24 06C25 10C10 17C07;06 10 17;non;DERMOLIPECTOMIE ABD. +TRANSPOSITION OMBILIC +FERM.
QBFA002;06C14 09C08 09C13 09C25;06 09;oui;EXCISION 1HIDROSADÉNITE SUPPURATIVE PÉRINÉOFESSIÈRE >
QBFA003;10C10 17C06;10 17;non;DERMOLIPECTOMIE ABD. TOT. CIRCULAIRE
QBFA004;06C14 09C08 09C13 09C25;06 09;oui;EXCISION 1HIDROSADÉNITE SUPPURATIVE PÉRINÉOFESSIÈRE
QBFA005;10C10 17C07;10 17;non;DERMOLIPECTOMIE ABD. +TRANSPOSITION OMBILIC
QBFA006;06C10 06C12 06C24 06C25 10C10 17C07;06 10 17;non;DERMOLIPECTOMIE ABD. SANS TRANSPOSITION OMBILIC
QBFA007;09C08 09C13 09C25;09;non;EXCISION 1SINUS PILONIDAL PÉRINÉOFESSIER
QBFA008;10C10 17C07;10 17;non;DERMOLIPECTOMIE ABD. +TRANSPOSITION OMBILIC +LIPOASPI.
QBFA009;10C10;10;non;DERMOLIPECTOMIE ABD. QUARTIER ORANGE
QBFA010;10C10;10;non;DERMOLIPECTOMIE ABD. +LIPOASPI. ABD. +FERM. DIASTASIS
QBFA011;10C10;10;non;DERMOLIPECTOMIE ABD. SANS TRANSPOSITION OMBILIC
QBFA012;10C10 17C07;10 17;non;DERMOLIPECTOMIE ABD+TRANSPOS. OMBILIC LIPOASPI.
QBFA013;10C10;10;non;DERMOLIPECTOMIE ABD. SANS TRANSPOSITION OMBILIC
QBFA014;06C15 08C21 08C61 09C25 09C33 09C34 11C08 12C09 12C10 13C13 17C07 21C05 22C03;06 08 09 11 12 13 17 21 22;non;EXCISION 1FASCIITE NÉCROSANTE PÉRINÉOFESSIÈRE
QBPA001;09C08 09C13 09C25;09;non;M.À.PLAT SINUS PILONIDAL PÉRINÉOFESSIER INFECTÉ
QCEA001;17C06 22C02;17 22;non;GREF. PR BRÛLURE DES 2MAINS SUR 25% À 375% CORP
QCEA002;17C06 22C02;17 22;non;GREF. PR BRÛLURE DES 2MAINS SUR MOINS 125% CORP
QCEA003;17C06 22C02;17 22;non;GREF. PR BRÛLURE DES 2MAINS > 375% CORP
QCEA004;17C06 22C02;17 22;non;GREF. PR BRÛLURE DES 2MAINS SUR 125% À 25% CORP
QCEA005;17C06 22C02;17 22;non;GREF. PR BRÛLURE 1MAIN SUR MOINS 125% CORP
QCEA006;17C06 22C02;17 22;non;GREF. PR BRÛLURE 1MAIN > 125% CORP
QCFA001;22C03;22;non;EXCISION BRÛLURE DES 2MAINS SUR MOINS 125% CORP
QCFA002;22C03;22;non;EXCISION BRÛLURE 1MAIN SUR MOINS 125% CORP
QCFA003;22C03;22;non;EXCISION BRÛLURE 1MAIN > 125% CORP
QCFA004;17C06 22C03;17 22;non;EXCISION BRÛLURE DES 2MAINS SUR 25% À 375% CORP
QCFA005;17C07 22C03;17 22;non;EXCISION BRÛLURE DES 2MAINS > 375% CORP
QCFA006;17C07 22C03;17 22;non;EXCISION BRÛLURE DES 2MAINS SUR 125% À 25% CORP
QCLB222;01K04;01;non;INJ. UNI OU BI TOXINE BOTULIQUE DS CREUX AXILLAIRE
QDPA001;08C20 09C25 09C33 09C34;08 09;non;SÉPARATION 1SYNDACTYLIE DES ORTEILS PLASTIE CUT.
QEBA001;09C18 09C19 09C20 09C21 09C22;09;non;RÉDUC. VOL. MAMELON
QEDA001;09C18 09C19 09C20 09C21 09C22;09;non;MASTOPEXIE UNILAT. +PROTH.
QEDA002;09C18 09C19 09C20 09C21 09C22;09;non;MASTOPEXIE UNILAT. SANS PROTH.
QEDA003;09C18 09C19 09C20 09C21 09C22;09;non;MASTOPEXIE BILAT. +PROTH.
QEDA004;09C18 09C19 09C20 09C21 09C22;09;non;MASTOPEXIE BILAT. SANS PROTH.
QEEA001;09C18 09C19 09C20 09C21 09C22;09;non;TRANSPOSITION MAMELON
QEEA002;09C18 09C19 09C20 09C21 09C22;09;non;DÉSINVAGINATION UNILAT. MAMELON OMBILIQUÉ
QEEA003;09C18 09C19 09C20 09C21 09C22;09;non;DÉSINVAGINATION BILAT. MAMELON OMBILIQUÉ
QEEB152;09C18 09C19 09C20 09C21 09C22;09;non;AUTOGREFFE DE TISSUS ADIPEUX DE 200 CM³ ET PLUS AU
QEEB317;09C18 09C19 09C20 09C21 09C22;09;non;AUTOGREFFE DE TISSU ADIPEUX DE MOINS DE 200 CM³ AU
QEFA001;09C18 09C19 09C20 09C21 09C22 17C07;09 17;non;TUMORECTOMIE SEIN +CURAGE AXIL.
QEFA002;09C18 09C19 09C20 09C21 09C22;09;non;EXÉRÈSE BILAT. GYNÉCOMASTIE
QEFA003;09C16 09C18 09C19 09C20 09C21 09C22 17C06;09 17;non;MASTECTOMIE TOT. +CURAGE AXIL. +PARASTERNAL
QEFA004;09C18 09C19 09C20 09C21 09C22;09;non;TUMORECTOMIE SEIN
QEFA005;09C16 09C18 09C19 09C20 09C21 09C22 17C06;09 17;non;MASTECTOMIE TOT. +PECTORAUX +CURAGE GGL. AXIL.
QEFA006;09C18 09C19 09C20 09C21 09C22;09;non;EXÉRÈSE TISSU MAMM. ECTOPIQUE/GLD MAMM.
QEFA007;09C18 09C19 09C20 09C21 09C22 17C07;09 17;non;MASTECTOMIE SSCUT +EXÉRÈSE ARÉOLE
QEFA008;09C18 09C19 09C20 09C21 09C22 17C07;09 17;non;MASTECTOMIE PART. +CURAGE AXIL.
QEFA009;09C18 09C19 09C20 09C21 09C22;09;non;EXÉRÈSE MAMELON
QEFA010;09C16 09C18 09C19 09C20 09C21 09C22 17C06;09 17;non;MASTECTOMIE TOT. +CURAGE AXIL. +SUSCLAV.
QEFA011;09C18 09C19 09C20 09C21 09C22;09;non;EXÉRÈSE UNILAT. GYNÉCOMASTIE
QEFA012;09C16 09C17 17C06;09 17;non;MASTECT. TOT. ÉLARG. +GREF. CUT.
QEFA013;09C16 09C17 17C06;09 17;non;MASTECT. TOT. ÉLARG. +LAMBEAU GD
QEFA014;09C18 09C19 09C20 09C21 09C22;09;non;EXÉRÈSE MAMELON SURNUMÉRAIRE
QEFA015;09C16 09C17 17C06;09 17;non;MASTECT. TOT. ÉLARG. +LAMBEAU MYOCUT.
QEFA016;09C18 09C19 09C20 09C21 09C22;09;non;EXÉRÈSE CONDUIT LACTIFÈRE
QEFA017;09C18 09C19 09C20 09C21 09C22;09;non;MASTECTOMIE PART.
QEFA018;09C18 09C19 09C20 09C21 09C22;09;non;EXÉRÈSE ARÉOLE
QEFA019;09C16 09C18 09C19 09C20 09C21 09C22 17C07;09 17;non;MASTECTOMIE TOT.
QEFA020;09C16 09C18 09C19 09C20 09C21 09C22 17C06;09 17;non;MASTECTOMIE TOT. CONSERV. PECTORAUX +CURAGE GGL.
QEGA001;09C18 09C19 09C20 09C21 09C22 17C07 21C05;09 17 21;non;ABL. UNILAT. IMPLANT PROTH. MAMM. SANS CAPSULECTOMIE
QEGA002;09C18 09C19 09C20 09C21 09C22 21C05;09 21;non;ABL. BILAT. IMPLANT PROTH. MAMM. SANS CAPSULECTOMIE
QEGA003;09C18 09C19 09C20 09C21 09C22 21C05;09 21;non;ABL. UNILAT. IMPLANT PROTH. MAMM. +CAPSULECTOMIE
QEGA004;09C18 09C19 09C20 09C21 09C22 21C05;09 21;non;ABL. BILAT. IMPLANT PROTH. MAMM. +CAPSULECTOMIE
QEHA002;09C18 09C19 09C20 09C21 09C22;09;non;BIOPSIE LÉS. GLD MAMM. AB. DIRECT
QEKA001;09C18 09C19 09C20 09C21 09C22 21C05;09 21;non;CHANGT IMPLANT PROTH. MAMM. +CAPSULECTOMIE
QEKA002;09C18 09C19 09C20 09C21 09C22 21C05;09 21;non;CHANGT IMPLANT PROTH. MAMM. SANS CAPSULECTOMIE
QEMA001;09C16 09C17 17C06;09 17;non;MASTOPLAST. LAMBEAU M.DROIT
QEMA002;09C16 09C17 17C06;09 17;non;MASTOPLAST. LAMBEAU MUSC.CUT LIBRE M.DROIT +ANAST.
QEMA003;09C18 09C19 09C20 09C21 09C22;09;non;AUGM. SEIN UNILAT. +PROTH.
QEMA004;09C18 09C19 09C20 09C21 09C22;09;non;AUGM. SEINS BILAT. +PROTH.
QEMA005;09C18 09C19 09C20 09C21 09C22 10C10 17C07;09 10 17;non;RÉDUC. SEIN. UNILAT +RECONSTR. ARÉOLE LAMBEAU LOC.
QEMA006;09C18 09C19 09C20 09C21 09C22 17C07;09 17;non;MASTOPLAST. PROTH.
QEMA007;09C18 09C19 09C20 09C21 09C22;09;non;PLASTIE AUGM/RÉDUC. ARÉOLE
QEMA009;09C18 09C19 09C20 09C21 09C22;09;non;RECONSTR. ARÉOLE GREF. MAMELON +DERMOPIGMENTATION
QEMA010;09C18 09C19 09C20 09C21 09C22;09;non;RECONSTR. ARÉOLE GREF. MAMELON/LAMBEAU LOC. +GREF.
QEMA012;09C18 09C19 09C20 09C21 09C22 10C10;09 10;non;RÉDUC. SEIN. UNILAT
QEMA013;09C18 09C19 09C20 09C21 09C22 10C10;09 10;non;MASTOPLASTIE BILAT. RÉDUC.
QEMA014;09C16 09C17 17C06;09 17;non;MASTOPLAST. LAMBEAU BIPÉDICULÉ M.DROIT
QEMA020;09C16 09C17;09;non;RECONSTRUCTION DU SEIN PAR LAMBEAU  DIEP +
QEMA392;09C16 09C17 17C06;09 17;non;RECONST SEIN LAMBEAU MUSCULOCUT PÉDICULÉ MUSCLE
QEMA463;09C16 09C17 17C06;09 17;non;RECONST SEIN LAMBEAU CUTANÉOGR PÉDICULE
QEMA621;09C16 09C17 17C06;09 17;non;RECONST SEIN LAMBEAU MUSCULOCUT LIBRE GRACILIS, +
QEMA682;09C16 09C17 17C06;09 17;non;RECONST SEIN LAMBEAU CUTANÉOGR LIBRE ABDOMINAL
QEMA702;09C16 09C17 17C06;09 17;non;RECONST AUTOLOGUE SEIN LAMBEAU MUSCULOCUT ANTÉ
QEMA740;09C16 09C17 17C06;09 17;non;RECONST AUTOLOGUE SEIN LAMBEAU MUSCULOCUT GRAND
QEMA788;09C16 09C17 17C06;09 17;non;RECONST SEIN LAMBEAU CUTANÉOGR LIBRE FÉMORAL
QEPA001;09C18 09C19 09C20 09C21 09C22 21C05;09 21;non;CAPS.TOMIE MAMM. +CHANGT LOGE IMPLANT PROTH.
QZEA001;22C02;22;non;GREF. SANDWICH > 20% CORP
QZEA002;17C06 22C02;17 22;non;GREF. PR BRÛLURE SF TÊTE/MAINS SUR 15% À 175% CORP
QZEA003;22C02;22;non;GREF. CULTURE KÉRATINOCYTES AUTOLOGUES PR
QZEA004;22C02;22;non;GREF. SANDWICH SUR 5% À 75% CORP
QZEA005;01C08 03C16 03C17 03C29 05C18 06C15 09C23 09C27 09C28 09C29 09C30 09C31 10C08 17C07 21C06;01 03 05 06 09 10 17 21;non;GREF. PEAU 500-1000CM²
QZEA006;01C08 03C16 03C17 03C29 05C18 06C15 09C24 09C27 09C28 09C29 09C30 09C31 10C08 21C06;01 03 05 06 09 10 21;non;GREF. PEAU TOT. SUR PLUS. LOC.
QZEA010;17C06 22C02;17 22;non;GREF. PR BRÛLURE SF TÊTE/MAINS > 20% CORP
QZEA011;17C06 22C02;17 22;non;GREF. PR BRÛLURE SF TÊTE/MAINS SUR 10% À 125% CORP
QZEA012;17C06 22C02;17 22;non;GREF. PR BRÛLURE SF TÊTE/MAINS SUR 125% À 15% CORP
QZEA013;17C06 22C02;17 22;non;GREF. SANDWICH SUR 75% À 10% CORP
QZEA014;17C06 22C02;17 22;non;GREF. SANDWICH SUR 125% À 15% CORP
QZEA016;17C06 22C02;17 22;non;GREF. CULTURE KÉRATINOCYTES AUTOLOGUES PR BRÛLURE
QZEA017;17C06 22C02;17 22;non;GREF. PR BRÛLURE SF TÊTE/MAINS SUR 75% À 10% CORP
QZEA019;01C08 03C16 03C17 03C29 05C18 06C15 09C24 09C27 09C28 09C29 09C30 09C31 10C08 17C07 21C06;01 03 05 06 09 10 17 21;non;GREF. PEAU PASTILLES SUR 1SURFACE 10CM² À 50CM²
QZEA020;01C08 03C16 03C17 03C29 05C18 06C15 09C24 09C27 09C28 09C29 09C30 09C31 10C08 21C06;01 03 05 06 09 10 21;non;GREF. PEAU <50CM²
QZEA021;17C06 22C02;17 22;non;GREF. PR BRÛLURE SF TÊTE/MAINS SUR MOINS 25% CORP
QZEA022;22C02;22;non;GREF. CULTURE KÉRATINOCYTES AUTOLOGUES PR BRÛLURE
QZEA023;17C07 22C02;17 22;non;GREF. CULTURE KÉRATINOCYTES AUTOLOGUES PR BRÛLURE
QZEA024;01C08 03C16 03C17 03C29 05C18 06C15 09C24 09C27 09C28 09C29 09C30 09C31 10C08 21C06;01 03 05 06 09 10 21;non;GREF. PEAU TOT. SUR 1LOC. SURFACE ÉGALE/SUP. À 10CM²
QZEA025;17C06 22C02;17 22;non;GREF. PR BRÛLURE SF TÊTE/MAINS SUR 175% À 20% CORP
QZEA026;01C08 03C16 03C17 03C29 05C18 06C15 09C23 09C27 09C28 09C29 09C30 09C31 10C08 17C07 21C06;01 03 05 06 09 10 17 21;non;GREF. PEAU PASTILLES SUR 1SURFACE SUP. À 50CM²
QZEA027;01C08 03C16 03C17 03C29 05C18 06C15 09C23 09C27 09C28 09C29 09C30 09C31 10C08 17C07 21C06;01 03 05 06 09 10 17 21;non;GREF. PEAU 200-500CM²
QZEA028;08C20 09C23 09C27 09C28 09C29 09C30 09C31 21C06 22C02;08 09 21 22;non;TRANSFERT LIBRE CPLX UNGUÉOMATRICIEL +ANAST. VASC.
QZEA029;22C02;22;non;GREF. SANDWICH SUR 25% À 5% CORP
QZEA030;17C06 22C02;17 22;non;GREF. SANDWICH SUR 175% À 20% CORP
QZEA031;01C08 03C16 03C17 03C29 05C18 06C15 09C25 09C27 09C28 09C29 09C30 09C31 10C08 21C06;01 03 05 06 09 10 21;non;GREF. PEAU TOT. SUR 1LOC. SURFACE INF. À 10CM²
QZEA032;01C08 03C16 03C17 03C29 05C18 06C15 09C25 09C27 09C28 09C29 09C30 09C31 10C08 21C06;01 03 05 06 09 10 21;non;GREF. PEAU PASTILLES SUR 1SURFACE INF. À 10CM²
QZEA033;22C02;22;non;GREF. CULTURE KÉRATINOCYTES AUTOLOGUES PR BRÛLURE >
QZEA036;01C08 03C16 03C17 03C29 05C18 06C15 09C23 09C27 09C28 09C29 09C30 09C31 10C08 17C07 21C06;01 03 05 06 09 10 17 21;non;GREF. PEAU >1000CM²
QZEA037;17C06 22C02;17 22;non;GREF. PR BRÛLURE SF TÊTE/MAINS SUR 25% À 5% CORP
QZEA038;22C02;22;non;GREF. SANDWICH SUR MOINS 25% CORP
