# Fichiers officiels ATIH — Manuel des GHM, version 2025 (arrêté publié au BO du 23/07/2025) : annexe 2 (GHM classés par CMD), annexe 3 (GHM courts et caractéristiques des racines). Source : https://www.atih.sante.fr/manuel-des-ghm-2025-publication-bo
# Extraites le 2026-09-24 par scripts/extraire-referentiel-atih.py : données officielles reprises telles quelles.
# libelle = libellé du GHM représentatif de la racine (version « en ambulatoire » lorsqu'elle existe, sinon premier niveau publié).
# ghm_court : J = ambulatoire strict (0 nuit) ; T0/T1/T2 = très courte durée (0 jour, 0 à 1 jour, 0 à 2 jours).
racine_ghm;cmd;categorie_majeure_ghm;ghm_court;admet_sejour_0_nuit;libelle
13K05;13;Groupes avec acte classant non opératoire;;non;Endoscopies génito-urinaires diagnostiques sans anesthésie : séjours de la CMD 13 et de moins de 2 jours
13K06;13;Groupes avec acte classant non opératoire;J;oui;Affections de l'appareil génital féminin sans acte opératoire de la CMD 13, avec anesthésie, en ambulatoire
13M03;13;"Groupes ""médicaux""";T1;oui;Tumeurs malignes de l'appareil génital féminin, très courte durée
13M04;13;"Groupes ""médicaux""";T1;oui;Autres affections de l'appareil génital féminin, très courte durée
13M05;13;"Groupes ""médicaux""";;non;Infections de l'utérus et de ses annexes, niveau 1
13M06;13;"Groupes ""médicaux""";T1;oui;Autres infections de l'appareil génital féminin, très courte durée
13M07;13;"Groupes ""médicaux""";;non;Autres tumeurs de l'appareil génital féminin, niveau 1
13M08;13;"Groupes ""médicaux""";;non;Assistance médicale à la procréation, niveau 1
13M09;13;"Groupes ""médicaux""";;non;Explorations et surveillance gynécologiques
13M10;13;"Groupes ""médicaux""";;non;Autres symptômes et recours aux soins de la CMD 13
14C03;14;Groupes chirurgicaux;;non;Accouchements uniques par voie basse avec autres interventions, sans complication significative
14C04;14;Groupes chirurgicaux;T1;oui;Affections du post-partum ou du post abortum avec intervention chirurgicale, très courte durée
14C05;14;Groupes chirurgicaux;J;oui;Avortements avec aspiration ou curetage ou hystérotomie, en ambulatoire
14C06;14;Groupes chirurgicaux;;non;Césariennes avec naissance d'un mort-né, sans complication significative
14C07;14;Groupes chirurgicaux;;non;Césariennes pour grossesse multiple, sans complication significative
14C08;14;Groupes chirurgicaux;;non;Césariennes pour grossesse unique, sans complication significative
14C09;14;Groupes chirurgicaux;;non;Grossesses ectopiques avec intervention chirurgicale, sans complication significative
14C10;14;Groupes chirurgicaux;T1;oui;Affections de l'ante partum avec intervention chirurgicale, très courte durée
14M02;14;"Groupes ""médicaux""";T1;oui;Affections médicales du post-partum ou du post-abortum, sans complication significative
14M03;14;"Groupes ""médicaux""";T0;oui;Affections de l'ante partum sans intervention chirurgicale, sans complication significative
14Z04;14;"Groupes ""médicaux""";T1;oui;Avortements sans aspiration, ni curetage, ni hystérotomie, très courte durée
14Z06;14;"Groupes ""médicaux""";T1;oui;Menaces d'avortement, très courte durée
14Z08;14;"Groupes ""médicaux""";;non;Interruptions volontaires de grossesse : séjours de moins de 3 jours
14Z09;14;"Groupes ""médicaux""";;non;Accouchements hors de l'établissement
14Z10;14;"Groupes ""médicaux""";T1;oui;Accouchements par voie basse avec naissance d'un mort-né, sans complication significative
14Z11;14;"Groupes ""médicaux""";;non;Accouchements multiples par voie basse chez une primipare, sans complication significative
14Z12;14;"Groupes ""médicaux""";;non;Accouchements multiples par voie basse chez une multipare, sans complication significative
14Z13;14;"Groupes ""médicaux""";T1;oui;Accouchements uniques par voie basse chez une primipare, sans complication significative
14Z14;14;"Groupes ""médicaux""";T1;oui;Accouchements uniques par voie basse chez une multipare, sans complication significative
14Z15;14;"Groupes ""médicaux""";;non;Grossesses ectopiques sans intervention chirurgicale
14Z16;14;"Groupes ""médicaux""";T1;oui;Faux travail et menaces d'accouchements prématurés, très courte durée
15C02;15;Groupes chirurgicaux;;non;Interventions majeures sur l'appareil digestif, groupes nouveau-nés 1 à 7, sans complication significative
15C03;15;Groupes chirurgicaux;;non;Interventions majeures sur l'appareil cardiovasculaire, groupes nouveau-nés 1 à 7, sans complication
15C04;15;Groupes chirurgicaux;;non;Autres interventions chirurgicales, groupes nouveau-nés 1 à 7, sans complication significative
15C05;15;Groupes chirurgicaux;;non;Interventions chirurgicales, groupes nouveau-nés 8 à 9, sans complication significative
15C06;15;Groupes chirurgicaux;;non;Interventions chirurgicales, groupe nouveau-nés 10, sans complication significative
15M02;15;"Groupes ""médicaux""";;non;Transferts précoces de nouveau-nés vers un autre établissement MCO
15M03;15;"Groupes ""médicaux""";;non;Décès précoces de nouveau-nés
15M04;15;"Groupes ""médicaux""";;non;Décès tardifs de nouveau-nés
15M05;15;"Groupes ""médicaux""";;non;Nouveau-nés de 3300g et âge gestationnel de 40 SA et assimilés (groupe nouveau-nés 1), sans problème
15M06;15;"Groupes ""médicaux""";;non;Nouveau-nés de 2400g et âge gestationnel de 38 SA et assimilés (groupe nouveau-nés 2), sans problème
15M07;15;"Groupes ""médicaux""";;non;Nouveau-nés de 2200g et âge gestationnel de 37 SA et assimilés (groupe nouveau-nés 3), sans problème
15M08;15;"Groupes ""médicaux""";;non;Nouveau-nés de 2000g et âge gestationnel de 37 SA et assimilés (groupe nouveau-nés 4), sans problème
15M09;15;"Groupes ""médicaux""";;non;Nouveau-nés de 1800g et âge gestationnel de 36 SA et assimilés (groupe nouveau-nés 5), sans problème
15M10;15;"Groupes ""médicaux""";;non;Nouveau-nés de 1700g et âge gestationnel de 35 SA et assimilés (groupe nouveau-nés 6), sans problème
15M11;15;"Groupes ""médicaux""";;non;Nouveau-nés de 1500g et âge gestationnel de 33 SA et assimilés (groupe nouveau-nés 7), sans problème
15M12;15;"Groupes ""médicaux""";;non;Nouveau-nés de 1300g et âge gestationnel de 32 SA et assimilés (groupe nouveau-nés 8), sans problème
15M13;15;"Groupes ""médicaux""";;non;Nouveau-nés de 1100g et âge gestationnel de 30 SA et assimilés (groupe nouveau-nés 9), sans problème
15M14;15;"Groupes ""médicaux""";;non;Nouveau-nés de 800g et âge gestationnel de 28SA et assimilés (groupe nouveau-nés 10), sans problème
15Z10;15;"Groupes ""médicaux""";;non;Mort-nés
16C02;16;Groupes chirurgicaux;;non;Interventions sur la rate, niveau 1
16C03;16;Groupes chirurgicaux;J;oui;Autres interventions pour affections du sang et des organes hématopoïétiques, en ambulatoire
16M06;16;"Groupes ""médicaux""";T1;oui;Affections de la rate, très courte durée
16M07;16;"Groupes ""médicaux""";;non;Donneurs de moelle, niveau 1
16M08;16;"Groupes ""médicaux""";;non;Déficits immunitaires, niveau 1
16M09;16;"Groupes ""médicaux""";T0;oui;Autres affections du système réticuloendothélial ou immunitaire, très courte durée
16M10;16;"Groupes ""médicaux""";T1;oui;Troubles sévères de la lignée érythrocytaire, âge supérieur à 17 ans, très courte durée
16M11;16;"Groupes ""médicaux""";T1;oui;Autres troubles de la lignée érythrocytaire, âge supérieur à 17 ans, très courte durée
16M12;16;"Groupes ""médicaux""";T1;oui;Purpuras, très courte durée
16M13;16;"Groupes ""médicaux""";T0;oui;Autres troubles de la coagulation, très courte durée
16M14;16;"Groupes ""médicaux""";;non;Explorations et surveillance pour affections du sang et des organes hématopoïétiques
16M15;16;"Groupes ""médicaux""";T0;oui;Symptômes et autres recours aux soins de la CMD 16, très courte durée
16M16;16;"Groupes ""médicaux""";T1;oui;Troubles sévères de la lignée érythrocytaire, âge inférieur à 18 ans, très courte durée
16M17;16;"Groupes ""médicaux""";T1;oui;Autres troubles de la lignée érythrocytaire, âge inférieur à 18 ans, très courte durée
16M18;16;"Groupes ""médicaux""";;non;Autres affections hématologiques concernant majoritairement la petite enfance, niveau 1
17C06;17;Groupes chirurgicaux;;non;Interventions majeures de la CMD17, niveau 1
17C07;17;Groupes chirurgicaux;;non;Interventions intermédiaires de la CMD17, niveau 1
17C08;17;Groupes chirurgicaux;J;oui;Interventions mineures de la CMD17, en ambulatoire
17K04;17;Groupes avec acte classant non opératoire;;non;Autres irradiations, niveau 1
17K05;17;Groupes avec acte classant non opératoire;;non;Curiethérapies de la prostate par implants permanents, niveau 1
17K07;17;Groupes avec acte classant non opératoire;J;oui;Affections myéloprolifératives et tumeurs de siège imprécis sans acte opératoire, avec anesthésie, en ambulatoire
17K08;17;Groupes avec acte classant non opératoire;;non;Autres curiethérapies, niveau 1
17K09;17;Groupes avec acte classant non opératoire;;non;Irradiations internes, niveau 1
17M05;17;"Groupes ""médicaux""";;non;Chimiothérapie pour leucémie aigüe, niveau 1
17M06;17;"Groupes ""médicaux""";T2;oui;Chimiothérapie pour autre tumeur, très courte durée
17M08;17;"Groupes ""médicaux""";T0;oui;Leucémies aigües, âge inférieur à 18 ans, très courte durée
17M09;17;"Groupes ""médicaux""";T0;oui;Leucémies aigües, âge supérieur à 17 ans, très courte durée
17M14;17;"Groupes ""médicaux""";;non;Explorations et surveillance pour affections myéloprolifératives et tumeurs de siège imprécis ou diffus
17M15;17;"Groupes ""médicaux""";T0;oui;Lymphomes et autres affections malignes lymphoïdes, très courte durée
17M16;17;"Groupes ""médicaux""";T0;oui;Hémopathies myéloïdes chroniques, très courte durée
17M17;17;"Groupes ""médicaux""";T0;oui;Autres affections et tumeurs de siège imprécis ou diffus, très courte durée
18C02;18;Groupes chirurgicaux;J;oui;Interventions pour maladies infectieuses ou parasitaires, en ambulatoire
18M02;18;"Groupes ""médicaux""";;non;Maladies virales et fièvres d'étiologie indéterminée, âge inférieur à 18 ans, niveau 1
18M03;18;"Groupes ""médicaux""";T1;oui;Maladies virales, âge supérieur à 17 ans, très courte durée
18M04;18;"Groupes ""médicaux""";T1;oui;Fièvres d'étiologie indéterminée, âge supérieur à 17 ans, très courte durée
18M06;18;"Groupes ""médicaux""";;non;Sepsis, âge inférieur à 18 ans, niveau 1
18M07;18;"Groupes ""médicaux""";T1;oui;Sepsis, âge supérieur à 17 ans, très courte durée
18M09;18;"Groupes ""médicaux""";T1;oui;Paludisme, très courte durée
18M10;18;"Groupes ""médicaux""";T0;oui;Maladies infectieuses sévères, très courte durée
18M11;18;"Groupes ""médicaux""";T1;oui;Autres maladies infectieuses ou parasitaires, très courte durée
18M12;18;"Groupes ""médicaux""";;non;Explorations et surveillance pour maladies infectieuses ou parasitaires
18M13;18;"Groupes ""médicaux""";;non;Affections de la CMD 18 avec décès : séjours de moins de 2 jours
18M14;18;"Groupes ""médicaux""";T1;oui;Symptômes et autres recours aux soins de la CMD 18, très courte durée
18M15;18;"Groupes ""médicaux""";;non;Autres maladies infectieuses concernant majoritairement la petite enfance, niveau 1
19C02;19;Groupes chirurgicaux;;non;Interventions chirurgicales avec un diagnostic principal de maladie mentale, niveau 1
19M02;19;"Groupes ""médicaux""";T1;oui;Troubles aigus de l'adaptation et du fonctionnement psychosocial, très courte durée
19M06;19;"Groupes ""médicaux""";T1;oui;Troubles mentaux d'origine organique et retards mentaux, âge supérieur à 79 ans, très courte durée
19M07;19;"Groupes ""médicaux""";T1;oui;Troubles mentaux d'origine organique et retards mentaux, âge inférieur à 80 ans, très courte durée
19M10;19;"Groupes ""médicaux""";T1;oui;Névroses autres que les névroses dépressives, très courte durée
19M11;19;"Groupes ""médicaux""";T1;oui;Névroses dépressives, très courte durée
19M12;19;"Groupes ""médicaux""";T0;oui;Anorexie mentale et boulimie, très courte durée
19M13;19;"Groupes ""médicaux""";T1;oui;Autres troubles de la personnalité et du comportement avec réactions impulsives, très courte durée
19M14;19;"Groupes ""médicaux""";T1;oui;Troubles bipolaires et syndromes dépressifs sévères, très courte durée
19M15;19;"Groupes ""médicaux""";T1;oui;Autres psychoses, âge supérieur à 79 ans, très courte durée
19M16;19;"Groupes ""médicaux""";T1;oui;Autres psychoses, âge inférieur à 80 ans, très courte durée
19M17;19;"Groupes ""médicaux""";;non;Maladies et troubles du développement psychologiques de l'enfance, niveau 1
19M18;19;"Groupes ""médicaux""";T1;oui;Autres maladies et troubles mentaux de l'enfance, très courte durée
19M19;19;"Groupes ""médicaux""";T0;oui;Troubles de l'humeur, très courte durée
19M20;19;"Groupes ""médicaux""";T1;oui;Autres troubles mentaux, très courte durée
19M21;19;"Groupes ""médicaux""";;non;Explorations et surveillance pour maladies et troubles mentaux
19M22;19;"Groupes ""médicaux""";T1;oui;Symptômes et autres recours aux soins de la CMD 19, très courte durée
20Z02;20;;T1;oui;Toxicomanies non éthyliques avec dépendance, très courte durée
20Z03;20;;;non;Abus de drogues non éthyliques sans dépendance, niveau 1
20Z04;20;;T1;oui;Ethylisme avec dépendance, très courte durée
20Z05;20;;;non;Ethylisme aigu, niveau 1
20Z06;20;;T1;oui;Troubles mentaux organiques induits par l'alcool ou d'autres substances, très courte durée
21C04;21;Groupes chirurgicaux;J;oui;Interventions sur la main ou le poignet à la suite de blessures, en ambulatoire
21C05;21;Groupes chirurgicaux;J;oui;Autres interventions pour blessures ou complications d'acte, en ambulatoire
21C06;21;Groupes chirurgicaux;J;oui;Greffes de peau ou parages de plaies pour lésions autres que des brûlures, en ambulatoire
21K02;21;Groupes avec acte classant non opératoire;J;oui;Traumatismes, allergies et empoisonnements sans acte opératoire, avec anesthésie, en ambulatoire
21M02;21;"Groupes ""médicaux""";T1;oui;Effets toxiques des médicaments et substances biologiques, âge inférieur à 18 ans, très courte durée
21M04;21;"Groupes ""médicaux""";T0;oui;Réactions allergiques non classées ailleurs, âge inférieur à 18 ans, très courte durée
21M05;21;"Groupes ""médicaux""";T1;oui;Réactions allergiques non classées ailleurs, âge supérieur à 17 ans, très courte durée
21M06;21;"Groupes ""médicaux""";;non;Traumatismes imprécis, âge inférieur à 18 ans, niveau 1
21M07;21;"Groupes ""médicaux""";T1;oui;Traumatismes imprécis, âge supérieur à 17 ans, très courte durée
21M10;21;"Groupes ""médicaux""";T1;oui;Effets toxiques des médicaments et substances biologiques, âge supérieur à 17 ans, très courte durée
21M11;21;"Groupes ""médicaux""";T1;oui;Effets toxiques des autres substances chimiques, très courte durée
21M12;21;"Groupes ""médicaux""";;non;Autres effets toxiques, niveau 1
21M13;21;"Groupes ""médicaux""";;non;Maltraitance, niveau 1
21M14;21;"Groupes ""médicaux""";T1;oui;Autres traumatismes et effets nocifs autres que les intoxications, très courte durée
21M15;21;"Groupes ""médicaux""";T0;oui;Rejets de greffe, très courte durée
21M16;21;"Groupes ""médicaux""";T1;oui;Autres complications iatrogéniques non classées ailleurs, très courte durée
22C02;22;Groupes chirurgicaux;J;oui;Brûlures non étendues avec greffe cutanée, en ambulatoire
22C03;22;Groupes chirurgicaux;;non;Brûlures non étendues avec parages de plaie ou autres interventions chirurgicales, niveau 1
22K02;22;Groupes avec acte classant non opératoire;J;oui;Brûlures sans acte opératoire, avec anesthésie, en ambulatoire
22M02;22;"Groupes ""médicaux""";T1;oui;Brûlures et gelures non étendues sans intervention chirurgicale, très courte durée
22Z02;22;"Groupes ""médicaux""";;non;Brûlures étendues, niveau 1
22Z03;22;"Groupes ""médicaux""";;non;Brûlures avec transfert vers un autre établissement MCO : séjours de moins de 2 jours
23C02;23;Groupes chirurgicaux;J;oui;Interventions chirurgicales avec autres motifs de recours aux services de santé, en ambulatoire
23K02;23;Groupes avec acte classant non opératoire;;non;Explorations nocturnes et apparentées : séjours de moins de 2 jours
23K03;23;Groupes avec acte classant non opératoire;J;oui;Motifs de recours de la CMD 23 sans acte opératoire, avec anesthésie, en ambulatoire
23M02;23;"Groupes ""médicaux""";T0;oui;Rééducation, très courte durée
23M06;23;"Groupes ""médicaux""";T1;oui;Autres facteurs influant sur l'état de santé, très courte durée
23M07;23;"Groupes ""médicaux""";J;oui;Autres motifs de recours pour infection à VIH, en ambulatoire
23M08;23;"Groupes ""médicaux""";J;oui;Autres motifs de recours chez un patient diabétique, en ambulatoire
23M09;23;"Groupes ""médicaux""";;non;Chimiothérapie pour affections non tumorales, niveau 1
23M10;23;"Groupes ""médicaux""";T0;oui;Soins de contrôle chirurgicaux, très courte durée
23M11;23;"Groupes ""médicaux""";T0;oui;Autres motifs concernant majoritairement la petite enfance, très courte durée
23M14;23;"Groupes ""médicaux""";;non;Traitements prophylactiques
23M15;23;"Groupes ""médicaux""";;non;Actes non effectués en raison d'une contre-indication
23M16;23;"Groupes ""médicaux""";T1;oui;Convalescences et autres motifs sociaux, très courte durée
23M19;23;"Groupes ""médicaux""";;non;Explorations et surveillance pour autres motifs de recours aux soins
23M20;23;"Groupes ""médicaux""";T1;oui;Autres symptômes et motifs de recours aux soins de la CMD 23, très courte durée
23M21;23;"Groupes ""médicaux""";T0;oui;Désensibilisations et tests allergologiques nécessitant une hospitalisation, très courte durée
23Z02;23;"Groupes ""médicaux""";T0;oui;Soins Palliatifs, avec ou sans acte, très courte durée
23Z03;23;"Groupes ""médicaux""";;non;Interventions de confort et autres interventions non prises en charge par l'assurance maladie obligatoire
25C02;25;Groupes chirurgicaux;;non;Interventions pour maladie due au VIH, niveau 1
25M02;25;"Groupes ""médicaux""";T1;oui;Autres maladies dues au VIH
25Z02;25;"Groupes ""médicaux""";;non;Maladies dues au VIH, avec décès
25Z03;25;"Groupes ""médicaux""";;non;Maladies dues au VIH, âge inférieur à 13 ans, niveau 1
26C02;26;Groupes chirurgicaux;;non;Interventions pour traumatismes multiples graves, niveau 1
26M02;26;"Groupes ""médicaux""";;non;Traumatismes multiples graves, niveau 1
27C02;27;Groupes chirurgicaux;;non;Transplantations hépatiques, niveau 1
27C03;27;Groupes chirurgicaux;;non;Transplantations pancréatiques, niveau 1
27C04;27;Groupes chirurgicaux;;non;Transplantations pulmonaires, niveau 1
27C05;27;Groupes chirurgicaux;;non;Transplantations cardiaques, niveau 1
27C06;27;Groupes chirurgicaux;;non;Transplantations rénales, niveau 1
27C07;27;Groupes chirurgicaux;;non;Autres transplantations, niveau 1
27Z02;27;Groupes chirurgicaux;;non;Allogreffes de cellules souches hématopoïétiques, niveau 1
27Z03;27;Groupes chirurgicaux;;non;Autogreffes de cellules souches hématopoïétiques
27Z04;27;Groupes chirurgicaux;J;oui;Greffes de cellules souches hématopoïétiques, en ambulatoire
28Z01;28;;;non;Entraînements à la dialyse péritonéale automatisée, en séances
28Z02;28;;;non;Entraînements à la dialyse péritonéale continue ambulatoire, en séances
28Z03;28;;;non;Entraînements à l'hémodialyse, en séances
28Z04;28;;;non;Hémodialyse, en séances
28Z07;28;;;non;Chimiothérapie pour tumeur, en séances
28Z10;28;;;non;Curiethérapie, en séances
28Z11;28;;;non;Techniques spéciales d'irradiation externe, en séances
28Z14;28;;;non;Transfusions, en séances
28Z15;28;;;non;Oxygénothérapie hyperbare, en séances
28Z16;28;;;non;Aphérèses sanguines, en séances
28Z17;28;;;non;Chimiothérapie pour affection non tumorale, en séances
28Z18;28;;;non;Radiothérapie conformationnelle avec modulation d'intensité, en séances
28Z19;28;;;non;Préparations à une irradiation externe par RCMI ou techniques spéciales
28Z20;28;;;non;Préparations à une irradiation externe avec dosimétrie tridimensionnelle avec HDV
28Z21;28;;;non;Préparations à une irradiation externe avec dosimétrie tridimensionnelle sans HDV
28Z22;28;;;non;Autres préparations à une irradiation externe
28Z23;28;;;non;Techniques complexes d'irradiation externe avec repositionnement, en séances
28Z24;28;;;non;Techniques complexes d'irradiation externe sans repositionnement, en séances
28Z25;28;;;non;Autres techniques d'irradiation externe, en séances
90H01;90;Erreurs et autres séjours inclassables;;non;Erreurs détectées dans les RSA par le logiciel de mesure de l'activité hospitalière
90Z00;90;Erreurs et autres séjours inclassables;;non;Erreurs détectées par les contrôles effectués sur les RUM et leur séquencement
90Z01;90;Erreurs et autres séjours inclassables;;non;Diagnostic invalide comme diagnostic principal, dans certaines circonstances
90Z02;90;Erreurs et autres séjours inclassables;;non;Autres erreurs détectées dans le parcours de l'arbre de groupage
90Z03;90;Erreurs et autres séjours inclassables;;non;Erreurs d'implémentation de la fonction groupage ou erreur d'exécution d'un programme
